"id_executor","id_meta","sequencial_meta","nome_meta","desc_meta","un_medida_meta","qt_uniade_meta","vl_custeio_emenda_especial_meta","vl_investimento_emenda_especial_meta","vl_custeio_recursos_proprios_meta","vl_investimento_recursos_proprios_meta","vl_custeio_rendimento_meta","vl_investimento_rendimento_meta","vl_custeio_doacao_meta","vl_investimento_doacao_meta","qt_meses_meta"
31272,58413,1,"Meta 1","Pavimentação de Vias no Município","UN",1,0,3e+05,0,0,0,0,0,0,12
18666,28695,1,"Meta 1","Pavimentação do tipo calçamento com Pedras Irregulares de Basalto em parte da Rua Porto Alegre, no perímetro urbano do mun´´icipio de Áurea","M2",3075,0,150000,0,0,0,0,0,0,13
23407,36468,1,"Meta 1","INFRAESTRUTURA URBANA","UN",1,0,6e+05,0,0,0,0,0,0,6
31602,59981,1,"Meta 1","Confecção de portão  Reforma do Pronto socorro reforma das calhas de captação da UBS Jardim do Lago","UN",1,160000,0,0,0,53.37,0,0,0,1
18781,28897,1,"Meta 1","REFORMA DO GINÁSIO DE ESPORTES ","UN",1,0,306690.65,0,0,0,0,0,0,24
18781,28898,2,"Meta 2","REFORMA DA ESTAÇÃO RODOVIÁRIA ","UN",1,0,93053.57,0,0,0,0,0,0,24
18781,28899,3,"Meta 3","PAVIMENTAÇÃO ASFÁLTICA ","UN",1,0,256688.8,0,0,0,0,0,0,24
18781,28900,4,"Meta 4","RECAPE ASFÁLTICO ","UN",1,0,52490.83,0,0,0,0,0,0,24
18781,28901,5,"Meta 5","FOLHA DE PAGAMENTO ","UN",1,0,291076.15,0,0,0,0,0,0,24
7988,11932,1,"Meta 1","AQUISIÇÃO DE 80 COMPUTADORES","UN",80,0,177040,0,0,0,0,0,0,1
7988,11933,2,"Meta 2","AQUISIÇÃO DE 25 ULTRABOOKS","UN",25,0,171750,0,0,0,0,0,0,1
7988,11934,3,"Meta 3","CONFECÇÃO DE DIVISÓERIAS ","UN",7,0,151210,0,0,0,0,0,0,1
8122,12283,1,"Meta 1","Contratação de empresa especializada para Construção de uma Quadra de Futebol de Areia na Praia Municipal de Lagoa da Prata","UN/M2",1,0,95113.5,0,0,0,1651.14,0,0,12
8122,52055,2,"Meta 2","Contratação de empresa especializada para Construção de uma Quadra de Vôlei de Areia, na Praia Municipal de Lagoa da Prata","UN",1,0,95113.5,0,0,0,1651.14,0,0,12
21270,33032,1,"Meta 1","Reforma e ampliação","UN",1,0,120000,0,0,0,0,0,0,24
7708,11456,1,"Meta 1","AQUISIÇÃO DE UM CAMINHAO PIPA","UN",1,0,3e+05,0,39510.62,0,494.38,0,0,8
8039,12062,1,"Meta 1","Recape asfáltico de via urbana da sede do Município de Tibagi-PR","UN",1,0,130298.62,0,0,0,0,0,0,9
8039,14746,2,"Meta 2","SERVIÇOS DE INSTALAÇÃO ELÉTRICA, ILUMINAÇÃO E FECHAMENTO EM ALAMBRADO NO CAMPO DE FUTEBOL DA LOCALIDADE DE SÃO BENTO","UN",1,0,5416.8,0,0,0,0,0,0,9
8039,14747,3,"Meta 3","CONSTRUÇÃO DE CAMPO DE FUTEBOL SOCIETY, NO DISTRITO DE CAETANO MENDES","UN",1,0,57784.96,0,0,0,0,0,0,9
8039,14748,4,"Meta 4","CONSTRUÇÃO DE CAMPO DE FUTEBOL SOCIETY, NA VILA SÃO JOSE, NESTA CIDADE","UN",1,0,56499.62,0,0,0,0,0,0,9
31292,58484,1,"Meta 1","INFRAESTRUTURA URBANA","UN",1,0,2e+05,0,0,0,0,0,0,36
16948,25995,1,"Meta 1","Pavimentação Asfáltica rua José Aléssio (Trechos I, II, III e IV)","UN/M2",6573,0,3e+05,0,372639.3,0,0,0,0,4
17869,66082,2,"Meta 2","Revitalização da praça Padre Anchieta","M2",1486,0,125000,0,0,0,0,0,0,36
17869,27444,1,"Meta 1","Revitalização da praça Vera Cruz","M2",1486,0,125000,0,0,0,0,0,0,36
35711,78379,1,"Meta 1","PAVIMENTAÇÃO ASFÁLTICA NO PERÍMETRO RURAL, TRECHO LOCALIZADO NO MUNICÍPIO DE SÃO JORGE DO PATROCÍNIO/PR, NA ESTRADA SÃO HENRIQUE, ESTRADA DE ACESSO PRINCIPAL AO PARQUE NACIONAL DE ILHA GRANDE.","M",1500,0,7e+05,0,0,0,0,0,0,36
20769,32046,1,"Meta 1","ADMIN. LOCAL, MOBILIZAÇÃO/DESMOBILIZAÇÃO, INST. CANTEIRO DE OBRA, SERV. PRELIMINAR, TERRAPLENAGEM, DRENAGEM E OBRAS DE ARTE CORRENTE, PAVIMENTAÇÃO, OBRAS COMP., SINALIZAÇÃO DA RUA OTTO MULLER, BAIRRO WUNDERWALD (PERÍMETRO URBANO) EM POMERODE/SC.","M",600,0,150000,0,0,0,0,0,0,12
33226,66696,2,"Meta 2","Bicicleta aro 29, tamanho S (15)","UN",1,0,4081.95,0,0,0,0,0,0,36
33226,66697,3,"Meta 3","Bicicleta ao 29, tamanho M (17)","UN",3,0,12245.85,0,0,0,0,0,0,36
33226,66924,4,"Meta 4","Equipamento não tripulável “drone” profissional, com câmera de resolução mínima de 4k, incluindo zoom óptico e acessórios. ","UN",1,0,16722.47,0,0,0,0,0,0,36
33226,66695,1,"Meta 1","Aquisição e Instalação de Câmeras e equipamentos de videomonitoramento.","UN",15,0,66949.73,0,0,0,0,0,0,36
3837,5432,1,"Meta 1","Pavimentação e drenagem da avenida Passarela da Moda - Etapa 1","M2",13051,0,550000,0,0,0,0,0,0,24
25516,39197,2,"Meta 2","Execução de obras de engenharia, manutenção de vias e iluminação pública, locação de máquinas pesadas, aquisição de materiais de construção e pagamento de tarifas de serviços públicos.","UN",1,0,350000,0,0,0,0,0,0,36
25516,39177,1,"Meta 1","Execução de obras de engenharia, manutenção de vias e iluminação pública, locação de máquinas pesadas, aquisição de materiais de construção e pagamento de tarifas de serviços públicos.","UN",1,0,150000,0,0,0,0,0,0,36
25516,39202,1,"Meta 1","Execução de obras de engenharia, manutenção de vias e iluminação pública, locação de máquinas pesadas, aquisição de materiais de construção e pagamento de tarifas de serviços públicos.","UN",1,150000,0,0,0,0,0,0,0,36
25516,39203,2,"Meta 2","Execução de obras de engenharia, manutenção de vias e iluminação pública, locação de máquinas pesadas, aquisição de materiais de construção e pagamento de tarifas de serviços públicos.","UN",1,0,350000,0,0,0,0,0,0,36
27583,55208,2,"Meta 2","PAVIMENTAÇÃO ASFÁLTICA EM CONCRETO BETUMINOSO USINADO À QUENTE (CBUQ)  DO TRECHO 2 DA AVENIDA GETÚLIO VARGAS, NA SEDE DESTE MUNICÍPIO DE JAPONVAR-MG","M2",884210,0,8084.18,0,0,0,5551.39,0,0,36
27583,42701,1,"Meta 1","PAVIMENTAÇÃO ASFÁLTICA E CBUQ NA RUA F, NA COMUNIDADE DE MELANCIAS ÁREA RURAL DO MUNICÍPIO DE JAPONVAR","M2XKM",1076860,0,66915.82,0,0,0,0,0,0,36
22604,35169,1,"Meta 1","Recuperação de Patrimônio histórico e seu entorno - Ruínas da antiga estação ferroviária ""Diocleciano de Vasconcelos"" - localizada na Av. Centanário s/n, Centro de Lima Duarte/MG","UN",2e+05,0,2e+05,0,0,0,0,0,0,24
22604,35170,2,"Meta 2","Manutenção da Iluminação no entorno do patrimônio a ser recuperado/revitalizado (conforme descrito na meta 1)","M2",2500,50000,0,0,0,0,0,0,0,12
27696,42939,1,"Meta 1","DRENAGEM DE ÁGUA PLUVIAL  EM TRECHO  DA AVENIDA VALDIR PINHEIRO CANGUSSU NA SEDE DO MUNICIPIO","UN",1,0,50000,0,0,0,0,0,0,36
30459,54450,1,"Meta 1","CONSTRUÇÃO DE PONTES EM MADEIRA NO MUNICÍPIO DE CAPITÃO POÇO","UN",1,0,1e+06,0,0,0,0,0,0,12
32672,64343,1,"Meta 1","IMPLANTAÇÃO DE REDE ELÉTRICA EM RAMAIS NA REGIÃO DO ANAJARI, MUNICIPIO DE IRACEMA","KM",55,0,3e+06,0,0,0,0,0,0,48
31148,57693,1,"Meta 1","Reforma da Rodoviária Municipal","UN",1,0,166630.88,0,0,0,0,0,0,36
31148,57694,2,"Meta 2","Reforma de Imóvel para reabertura da UBS Mariano Volpon de Figueiredo","UN",1,0,83369.12,0,0,0,0,0,0,36
33734,68891,1,"Meta 1","Pavimentação/Calçamento de vias nas estradas rurais, para o transporte rodoviário no município de Simonésia-MG.","UN",1,0,1e+05,0,0,0,0,0,0,36
12926,20127,1,"Meta 1","camaradoisirmaos@gmail.com","UN",1,0,1e+05,0,0,0,0,0,0,36
36166,79827,1,"Meta 1","Realização de reformas e reparos no município de Ipanguaçu","UN",1,0,2e+05,0,0,0,0,0,0,36
33783,71486,4,"Meta 4","CARTUCHO 12 CHUMBO 3T","UN",2500,0,28600,0,0,0,0,0,0,36
33783,69091,2,"Meta 2","ARMAS - ESPINGARDAS .12","UN",3,0,23970,0,0,0,0,0,0,36
33783,71487,5,"Meta 5","CARTUCHO 12 CH SG","UN",250,0,2947.5,0,0,0,0,0,0,36
33783,71490,8,"Meta 8","MUNIÇÃO 9MM LUGER +P 124gr","UN",1000,0,14500,0,0,0,0,0,0,36
33783,71488,6,"Meta 6","CARTUCHO .380 TREINA NTA","UN",400,0,2676,0,0,0,0,0,0,36
33783,71489,7,"Meta 7","MUNIÇÃO 9MM LUGER NTA","UN",6000,0,40080,0,0,0,0,0,0,36
33783,69089,1,"Meta 1","ARMAS  - CARABINA CT9","UN",3,0,24005.13,0,0,0,0,0,0,36
33783,69088,1,"Meta 1","Aquisição de Material Bélico (Armas e cartuchos), para suprir as necessidades da Guarda Municipal de Ceará-Mirim/RN.","UN",1,0,150038,0,0,0,0,0,0,36
33783,69092,3,"Meta 3","SALDO REMANESCENTE","UN",1,0,13259.37,0,0,0,0,0,0,36
33783,69090,2,"Meta 2","CARTUCHO CAL .12 CHUMBO 3T, CARTUCHO .12 CH SG, CARTUCHO 9MM LUGER TREINA NTA, CARTUCHO 9MM LUGER +P 124GR, CARTUCHO .380 TREINA NTA","UN",10150,0,88803.5,0,0,0,0,0,0,36
33910,69669,1,"Meta 1","Aquisição de Combustíveis para atender a demanda deste município.","UN",1,60000,0,0,0,0,0,0,0,36
33910,69670,2,"Meta 2","Pavimentação de Ruas no Distrito de Ibiajara, no Município de Rio do Pires/BA.","UN",1,0,140000,0,0,0,0,0,0,36
18423,28315,1,"Meta 1","EXECUÇÃO DA DRENAGEM PLUVIAL, PAVIMENTAÇÃO EM LAJOTAS, EXECUÇÃO DA DRENAGEM PLUVIAL, PAVIMENTAÇÃO EM LAJOTAS, SINALIZAÇÃO VIÁRIA E PASSEIOS  DA RUA JOÃO RAITZ – TRECHO 02 (250 METROS), NO PERÍMETRO URBANO DO MUNICÍPIO DE IMBUIA/SC,","M",250,0,3e+05,0,0,0,0,0,0,12
36252,80022,1,"Meta 1","Manutenção de passarelas molhadas","M",300,0,4e+05,0,0,0,0,0,0,36
36443,80720,1,"Meta 1","REVITALIZAÇÃO DA PRAÇA JOSE EURICO COSTA","UN",1,0,2e+05,0,0,0,0,0,0,12
36518,80965,1,"Meta 1","Pavimentação de Ruas em Vias Urbanas do Município de Parnamirim/RN","UN",1,0,850038,0,0,0,0,0,0,36
330,454,1,"Meta 1","reforma do mercado municipal de guajara mirim/ro - area urbana","M2",2604,0,1e+06,0,0,0,0,0,0,36
28573,45445,1,"Meta 1","AQUISIÇÃO DE TORRE DE TELEFONIA PARA EXTENSÃO RURAL","UN",1,0,80000,0,0,0,0,0,0,36
29230,48374,1,"Meta 1","Execução dos serviços de Reforma e Ampliação de Campo de Futebol no Bonito de Santa Fé - PB","M2",1,0,3e+05,0,0,0,0,0,0,36
16081,24674,1,"Meta 1","Pavimentação Asfáltica em CBUQ (REPERFILAGEM) SERVIÇOS PRÉ LIMINARES NA RUA ANTONIO DILLMANN","M2",2,0,1321.17,0,0,0,130.98,0,0,24
16081,61466,2,"Meta 2","Pavimentação Asfáltica em CBUQ (REPERFILAGEM) PAVIMENTAÇÃO NA RUA ANTONIO DILLMANN","M2",5735,0,237101.82,0,144267.64,0,0,0,0,24
16081,61467,3,"Meta 3","Pavimentação Asfáltica em CBUQ (REPERFILAGEM) SINALIZAÇÃO NA RUA ANTONIO DILLMANN","M2",201,0,11577.01,0,0,0,0,0,0,24
26326,40434,1,"Meta 1","Construção do Pavilhão Sec. de Obras","UN",1,0,250000,0,0,0,0,0,0,36
29928,52014,1,"Meta 1","Pav. asfáltica na Rua Isenildo Rech, com fornecimento de material, equipamentos e mão de obra especializada, área total de 1.062,92 m","M2",1062,0,60000,0,0,0,0,0,0,36
17411,26671,1,"Meta 1","PAVIMENTAÇÃO DE ETAPA 01 DA RUA ANTONIO JOAQUIM PALHANO","UN",1,0,150000,0,53568.99,0,0,0,0,36
35929,79073,1,"Meta 1","AQUISIÇÃO E DISTRIBUIÇÃO DE IMUNOBIOLOGICOS E ISUMOS PARA PREVENÇÃO E CONTROLE DE DOENÇAS; PROMOÇÃO DA ASSISTENCIA DE EXAMES E CONSULTAS DE MÉDIA E ALTA COMPLEXIDADE","UN",1,0,2e+05,0,0,0,0,0,0,12
29716,50699,1,"Meta 1","Pavimentação asfáltica em CBUQ com drenagem em ruas não pavimentadas no Bairro Nova Aliança, município de Ladário","UN",1,0,5e+05,0,0,0,0,0,0,36
6639,9815,1,"Meta 1","PAVIMENTAÇÃO ASFÁLTICA DA AM 380 ESTRADA GERAL FORQUETA BAIXA, LOCALIZADA NO PERIMETRO URBANO DO MUNICÍPIO DE ARROIO DO MEIO - RS.","UN",1,0,260000,0,362620.38,0,30103.41,0,0,36
17403,26662,1,"Meta 1","PAVIMENTAÇÃO DA RUA CÍCERO ARAÚJO DA SILVA (CONHECIDA COMO AV. VENEZUELA) E RUA GOIÁS, LOCALIZADAS NO MUNICÍPIO DE CARUARU-PE","M3",107440,0,1750000,0,0,0,0,0,0,17
17403,42475,2,"Meta 2","ELABORAÇÃO DE PLANO DIRETOR E PROJETOS DE MACRODRENAGEM DA ÁREA URBANA DO  MUNICÍPIO DE CARUARU-PE","UN",1,0,0,0,0,0,54712.22,0,0,1
17403,28283,2,"Meta 2","Elaboração de Plano Diretor e Projetos de Macrodrenagem da Área Urbana do Município de Caruaru/PE","UN",1,0,0,0,0,0,54712.22,0,0,1
17403,26661,1,"Meta 1","Elaboração de Plano Diretor e  Projetos de Macrodrenagem da Área Urbana do Município de Caruaru/PE","UN",1,0,0,0,0,0,54712.22,0,0,1
17403,43920,3,"Meta 3","SERVIÇOS TOPOGRÁFICOS","UN",1,0,0,0,0,2e+05,0,0,0,6
34005,70348,1,"Meta 1","Obra de reforma do prédio administrativo do NUDECON, no município de João Pessoa, Paraíba","UN",1,0,187768.02,0,0,0,0,0,0,36
34005,70349,2,"Meta 2","Aquisição de equipamentos e material permanente","UN",1,0,1241660.96,0,0,0,0,0,0,36
34338,72613,1,"Meta 1","Adquirir equipamentos de condicionamento físico, viaturas especias do tipo micro-ônibus, caminhonetas parciamente blindadas, quadriciclos e armamento do tipo pistolas calibre .40mm.","UN",1,0,5111025.02,0,0,0,0,0,0,36
36690,81399,1,"Meta 1","INVESTIMENTO NA AQUISIÇÃO DE MATERIAL BETUMINOSO PARA UTILIZAÇÃO NA ZONA URBANA DAS RUAS DO MUNICIPIO DE CRIXAS GO","UN",1,0,2e+05,0,0,0,0,0,0,36
6940,10290,1,"Meta 1","Modernização de Praça Municipal com a Construção de Chafariz ","UN",1,0,180000,0,0,0,0,0,0,60
12227,19125,1,"Meta 1","obras e instalações","UN",1,0,1e+05,0,0,0,0,0,0,24
21652,33621,1,"Meta 1","PAVIMENTAÇÃO","UN",1,0,105454,0,0,0,0,0,0,36
31957,61478,1,"Meta 1","Pavimentação e Recuperação de Vias","UN",1,0,3e+05,0,0,0,0,0,0,24
31957,61479,2,"Meta 2","Aquisição de Veículos, Máquinas e Equipamentos","UN",2,0,1e+05,0,0,0,0,0,0,24
353,484,1,"Meta 1","Barco do Tipo Inflável para Salvamento de no mínimo 5,00 Mts. ","UN",1,0,144346.54,0,0,0,0,0,0,36
353,771,2,"Meta 2","REBOCAR REBOQUE GOLD LINE 1","UN",1,0,14930,0,0,0,0,0,0,36
353,770,2,"Meta 2","Equipamentos para Náutica","UN",24,0,7223.46,0,0,0,0,0,0,36
353,769,2,"Meta 2","Reboque","UN",1,0,14930,0,0,0,0,0,0,36
353,15212,3,"Meta 3","Equipamentos Náuticos - Acessórios e componentes, Extintor de incêndio, Âncora, Bussola, Luz de Polpa articulada LED, Bomba de Porão, Corda Trançada PP Branca, Guincho manual, Bateria Blindada.","UN",74,0,7223.46,0,0,0,0,0,0,36
353,15213,4,"Meta 4","Barco do Tipo Inflável para Salvamento de no mínimo 5,00 Mts. - Uso do Saldo Remanescente no R$ 33.500,00.","UN",1,0,33500,0,110845.54,0,0,0,0,36
13940,21482,1,"Meta 1","Infraestrutura Urbana","UN",1,0,60000,0,0,0,0,0,0,24
3912,5516,1,"Meta 1","SECRETARIAMUNICIPAL DE CULTURA, ESPORTES E LAZER","UN",1,1e+05,1e+05,0,0,1931.7,1931.71,0,0,36
1717,2398,1,"Meta 1","CONTRATAÇÃO DE EMPRESA PARA REVITALIZAÇÃO DA AVENIDA DOM PEDRO I no Município de Jaru/RO","UN",1,0,1398164.79,0,0,0,0,0,0,10
1717,67038,2,"Meta 2","Aquisição de insumos asfálticos (Pavimentação Asfáltica) Itens: Pó de brita e Pedrisco / Execução Direta","UN",1,0,101835.21,0,0,0,179803.2,0,0,15
2646,3787,1,"Meta 1","Infraestrutura Implantação e manutenção serviços de Iluminação de Led em diversas ruas e avenidas da cidade de lagoa do Tocantins.","UN",1,50000,2e+05,0,0,0,0,0,0,36
2624,3759,1,"Meta 1","CONSTRUÇÃO DE CAMPO DE FUTEBOL SOCIETY COM GRAMA SINTETICA NO MUNICÍPIO DE LAGOA DO TOCANTINS","UN",1,0,1e+05,0,0,0,0,0,0,36
34054,70551,1,"Meta 1","Adquirir um rolo compactador geralmente é melhorar a infraestrutura viária, garantindo ruas mais bem pavimentadas, seguras e duráveis. Isso ajuda a promover o desenvolvimento urbano, facilitar o transporte e aumentar a qualidade de vida dos municipes.","UN",1,0,150000,0,0,0,0,0,0,36
10516,16201,1,"Meta 1","Reforma Estrutural do Departamento Municipal de Saúde ","UN",1,0,75000,0,0,0,0,0,0,30
19370,51547,5,"Meta 5","OBRAS DE REQUALIFICACAO NA RUA MANOEL DE MATOS - MORRO DA FE - PENHA  - RJ [CONCLUIDA]","M2",1668,0,308632.39,0,0,0,0,0,0,1
19370,51548,6,"Meta 6","OBRAS DE REQUALIFICACAO NA RUA ITAGUAGE - EM FRENTE A ESCOLA MUNICIPAL LINCOLN BICALHO - CURICICA - RJ [CONCLUIDA]","M2",819,0,314673.66,0,0,0,0,0,0,1
19370,51549,7,"Meta 7","OBRAS DE REQUALIFICACAO NA RUA ANDRE ROCHA PROXIMO AO Nº 2005 - CURICICA - RJ [CONCLUIDA]","M2",21,0,321336.47,0,0,0,0,0,0,1
19370,51550,8,"Meta 8","REQUALIFICACAO NA ESTRADA DE INHOAIBA PROXIMO AO Nº 660 - CAMPO GRANDE - RJ - [CONCLUIDA]","M2",1103,0,320861.37,0,0,0,0,0,0,1
19370,51551,9,"Meta 9","OBRAS DE REFORMA NO CENTRO ESPORTIVO MARCILIO DIAS - COMPLEXO DO LINS - RJ [CONCLUIDA]","M2",4200,0,5588.65,0,268784.87,0,0,0,0,3
19370,51552,10,"Meta 10","AQUISICAO COM INSTALACAO DE SISTEMA DE PROTECAO CONTRA DESCARGAS ATMOSFERICAS (SPDA) - PARA-RAIOS TIPO FRANKLIN - FUNDACAO PLANETARIO DO RIO DE JANEIRO [CONCLUIDA]","UN",1,0,18163.94,0,86280.93,0,16555.13,0,0,6
19370,29738,1,"Meta 1","OBRAS DE REQUALIFICACAO NA RUA SEABRA FILHO - INHOAIBA - RJ [CONCLUIDA]","M2",100,0,32849.97,0,0,0,0,0,0,1
19370,29739,2,"Meta 2","OBRAS DE REQUALIFICACAO NA RUA JORGE LACERDA - JARDIM AMERICA - RJ [CONCLUIDA]","M2",1796,0,323814.5,0,0,0,0,0,0,1
19370,29740,3,"Meta 3","OBRAS DE REQUALIFICACAO NA LOCALIDADE DA PEDREIRA - PENHA - RJ [CONCLUIDA]","UN",21,0,31097.26,0,0,0,0,0,0,1
19370,51546,4,"Meta 4","OBRAS DE REVITALIZACAO NA RUA ENGENHEIRO CARLOS DE OLIVEIRA FREIRE - COMUNIDADE QUITUNDO - BRAS DE PINA - RJ [CONCLUIDA]","M2",3280,0,322981.79,0,0,0,0,0,0,1
23925,37151,1,"Meta 1","INFRAESTRUTURA URBANA","UN",1,0,250000,0,0,0,0,0,0,36
592,801,1,"Meta 1","Aquisição de um rolo compactador","UN",1,0,260000,0,0,0,0,0,0,6
592,802,2,"Meta 2","Aquisição de uma retroescavadeira com pá carregadeira","UN",1,0,90000,0,0,0,27603.46,0,0,24
18994,29196,1,"Meta 1","aquisição de equipamentos","UN",1,0,4e+05,0,0,0,0,0,0,12
10910,16981,1,"Meta 1","- Rua Ermelino Trentino  - Pavimentação em lajotas hexagonais de concreto e passeio em paver da Rua Ermelino Trentini - Extensão: 230 metros- Bairro Vila Nova - Perímetro Urbano","M",230,0,150000,0,0,0,0,0,0,6
10910,16982,2,"Meta 2","- Rua Amélio Franzoi  - Pavimentação em lajotas hexagonais de concreto e passeio em paver da Rua Amélio Franzoi - Extensão: 93 metros - Bairro Centro - Perímetro Urbano","M",93,0,50000,0,0,0,0,0,0,6
27414,42393,1,"Meta 1","OBRAS E SERVIÇOS URBANOS / INVESTIMENTO EM CAMINHÃO DE LIXO","M2",1,0,316900,0,0,0,0,0,0,36
27414,42394,2,"Meta 2","OBRAS E SERVIÇOS URBANOS / OPERAÇÃO TAPA BURACO","M2",5,0,135780,0,0,0,0,0,0,36
27414,42395,3,"Meta 3","OBRAS E SERVIÇOS URBANOS / INVESTIMENTOS EM BANCOS DAS PRAÇAS","M2",1,0,7320,0,0,0,0,0,0,36
31927,61381,1,"Meta 1","Reformar o Predio da Prefeitura de Colméia","UN",1,0,250000,0,0,0,0,0,0,24
